Time: 2018-08-14 00:10:33
Path of this file: /Users/audrey/GitProjects_2016/Projects/DeveloperVersion/lxa5/linguistica_wordvec/datasets/lxa_outputs/stems_to_signatures.txt

System info:
=============================================
System: Darwin
Node: audreyxvi.local
Release: 17.5.0
Version: Darwin Kernel Version 17.5.0: Mon Mar  5 22:24:32 PST 2018; root:xnu-4570.51.1~1/RELEASE_X86_64
Machine: x86_64
Processor: i386
Python version: 3.5.2

Packages:
=============================================
Linguistica 5.1.0-dev
SciPy 0.19.1
NumPy 1.13.1
NetworkX 1.11

Linguistica parameters:
=============================================
{'keep_case': 0,
 'max_affix_length': 4,
 'max_word_tokens': 0,
 'max_word_types': 7000,
 'min_context_count': 3,
 'min_sig_count': 5,
 'min_stem_length': 4,
 'n_eigenvectors': 6,
 'n_neighbors': 9,
 'suffixing': 1}

Input file information:
=============================================
Path: /Users/audrey/GitProjects_2016/Projects/DeveloperVersion/lxa5/linguistica_wordvec/datasets/english-brown.txt
Number of word types: 48781
Number of word tokens: 1145632

Results:
=============================================
Stems to signatures

\begin{tabular}{lll}
\toprule
Index      & Stems           & Signatures \\
2141       & creative        & NULL/ly/ness \\
2142       & creator         & NULL/s \\
2143       & creature        & NULL/s \\
2144       & credibl         & e/y \\
2145       & credul          & ity/ous \\
2146       & credulous       & NULL/ness \\
2147       & creed           & NULL/al/s \\
2148       & creek           & NULL/s \\
2149       & creeper         & NULL/s \\
2150       & cremate         & NULL/d \\
2151       & creston         & 's/NULL \\
2152       & crevice         & NULL/s \\
2153       & crib            & NULL/s \\
2154       & cricket         & NULL/s \\
2155       & crie            & d/s \\
2156       & crimea          & NULL/n \\
2157       & criminal        & NULL/ity/s \\
2158       & crimson         & NULL/ing \\
2159       & cring           & ed/ing \\
2160       & crippl          & e/ed/ing \\
2161       & cripple         & NULL/d \\
2162       & criss-cross     & NULL/ed/ing \\
2163       & criteri         & a/on \\
2164       & critical        & NULL/ity/ly \\
2165       & criticism       & NULL/s \\
2166       & criticiz        & e/ed/ing \\
2167       & criticize       & NULL/d \\
2168       & critics         & '/NULL \\
2169       & critter         & NULL/s \\
2170       & croakin         & NULL/g \\
2171       & crombie         & 's/NULL \\
2172       & cromwell        & 's/NULL/ian \\
2173       & crook           & NULL/ed/s \\
2174       & croon           & ed/ing \\
2175       & crop            & NULL/ped/ping/s \\
2176       & cropp           & ed/ing \\
2177       & crosby          & 's/NULL/s \\
2178       & cross-section   & NULL/al \\
2179       & crosse          & d/s \\
2180       & crossing        & NULL/s \\
2181       & crosson         & 's/NULL \\
2182       & crossroad       & ing/s \\
2183       & crouchin        & '/g \\
2184       & crowd           & NULL/ed/er/ing/s \\
2185       & crowde          & d/r \\
2186       & crown           & NULL/ed/ing/s \\
2187       & crucial         & NULL/ly \\
2188       & crucifix        & NULL/ion \\
2189       & crude           & NULL/ly/st \\
2190       & crudit          & ies/y \\
2191       & cruise          & NULL/r/rs/s \\
2192       & cruiser         & NULL/s \\
2193       & crumble         & NULL/d \\
2194       & crunch          & NULL/ed \\
2195       & crusade         & NULL/r/rs/s \\
2196       & crusader        & NULL/s \\
2197       & crushe          & d/r/rs \\
2198       & crusher         & NULL/s \\
2199       & crutch          & NULL/es \\
2200       & crypt           & NULL/ic \\
2201       & crystallite     & NULL/s \\
2202       & crystalliz      & e/ed/ing \\
2203       & crystallize     & NULL/d \\
2204       & cuba            & 's/NULL/n/ns \\
2205       & cuban           & NULL/s \\
2206       & cube            & NULL/d/s \\
2207       & cubis           & m/t/ts \\
2208       & cubist          & NULL/s \\
2209       & cuff            & NULL/s \\
2210       & culminat        & e/ed/es/ing/ion \\
2211       & culminate       & NULL/d/s \\
2212       & culminati       & ng/on \\
2213       & culprit         & NULL/s \\
2214       & cultivat        & e/ed/es/ing/ion \\
2215       & cultivate       & NULL/d/s \\
2216       & cultivati       & ng/on \\
2217       & cultural        & NULL/ly \\
2218       & culver          & NULL/s \\
2219       & cunard          & 's/NULL \\
2220       & cunningham      & 's/NULL \\
2221       & cupboard        & NULL/s \\
2222       & curbs           & NULL/ide \\
2223       & cure            & NULL/d/s \\
2224       & curia           & NULL/e \\
2225       & curious         & NULL/ly \\
2226       & curl            & NULL/ed/ing/s/y \\
2227       & currant         & NULL/s \\
2228       & currenc         & ies/y \\
2229       & current         & NULL/ly/s \\
2230       & curricul        & a/um \\
2231       & curricula       & NULL/r \\
2232       & curriculum      & NULL/s \\
2233       & curry           & NULL/s \\
2234       & curse           & NULL/d/s \\
2235       & curtail         & NULL/ed \\
2236       & curtain         & NULL/ed/s \\
2237       & curtis          & NULL/s \\
2238       & curv            & e/ed/es/ing \\
2239       & curve           & NULL/d/s \\
2240       & curzon          & 's/NULL \\
2241       & cushion         & NULL/ing/s \\
2242       & custer          & 's/NULL \\
2243       & custodia        & l/n \\
2244       & customar        & ily/y \\
2245       & customer        & 's/NULL/s/s' \\
2246       & customers       & '/NULL \\
2247       & cute            & NULL/st \\
2248       & cutter          & NULL/s/s' \\
2249       & cutters         & '/NULL \\
2250       & cutting         & NULL/s \\
2251       & cycle           & NULL/d/s \\
2252       & cylinder        & 's/NULL/s \\
2253       & cynical         & NULL/ly \\
2254       & czarina         & 's/NULL \\
2255       & dabble          & d/r/s \\
2256       & daddy           & 's/NULL \\
2257       & dade            & 's/NULL \\
2258       & dail            & ey/y \\
2259       & daint           & ily/y \\
2260       & dale            & NULL/s/y \\
2261       & dalton          & 's/NULL \\
2262       & damag           & e/ed/es/ing \\
2263       & damage          & NULL/d/s \\
2264       & dame            & NULL/d \\
2265       & dammed          & -up/NULL \\
2266       & damni           & ng/t \\
2267       & dampen          & NULL/ed/ing \\
2268       & dancer          & NULL/s/s' \\
2269       & dancers         & '/NULL \\
2270       & dand            & ily/y \\
2271       & dandy           & 's/NULL \\
2272       & dane            & NULL/s \\
2273       & dange           & d/r/rs \\
2274       & danger          & NULL/ous/s \\
2275       & dangerous       & NULL/ly \\
2276       & dangl           & e/ed/ing \\
2277       & dangle          & NULL/d \\
2278       & daniel          & 's/NULL/s \\
2279       & danny           & 's/NULL \\
2280       & dante           & 's/NULL \\
2281       & dare            & NULL/d/s \\
2282       & darin           & '/g \\
2283       & darken          & ed/ing \\
2284       & darlin          & '/g \\
2285       & darling         & 's/NULL \\
2286       & dart            & ed/ing \\
2287       & dartmouth       & 's/NULL \\
2288       & dashe           & d/s \\
2289       & date            & NULL/d/s \\
2290       & daughter        & 's/NULL/s \\
2291       & dauphin         & NULL/e \\
2292       & dave            & 's/NULL \\
2293       & davidson        & 's/NULL \\
2294       & davis           & '/NULL \\
2295       & davy            & 's/NULL \\
2296       & dawn            & NULL/ing/s \\
2297       & daydream        & ed/ing \\
2298       & daylight        & 's/NULL/s \\
2299       & days            & '/NULL \\
2300       & dazzl           & e/ed/er/es/ing \\
2301       & dazzle          & NULL/d/r/s \\
2302       & de-iodinat      & e/ed/ing/ion \\
2303       & de-iodinate     & NULL/d \\
2304       & de-iodinati     & ng/on \\
2305       & deacon          & NULL/s \\
2306       & deactivat       & ed/ion \\
2307       & deadlines       & NULL/s \\
2308       & dealer          & 's/NULL/s/s' \\
2309       & dealing         & NULL/s \\
2310       & deare           & r/st \\
2311       & debate          & NULL/d/s \\
2312       & debilitat       & ed/ing \\
2313       & debt            & NULL/s \\
2314       & debut           & NULL/ing/s \\
2315       & decaden         & ce/t \\
2316       & decant          & ed/ing \\
2317       & decay           & NULL/ed/ing/s \\
2318       & deceiv          & e/ed/es/ing \\
2319       & deceive         & NULL/d/s \\
2320       & decelerat       & e/ion \\
2321       & decenc          & ies/y \\
2322       & decent          & NULL/ly \\
2323       & decepti         & on/ve/vely \\
2324       & deceptive       & NULL/ly \\
2325       & deci            & de/ded/des/ding/sion/sive \\
2326       & decide          & NULL/d/dly/s \\
2327       & decided         & NULL/ly \\
2328       & decimal         & NULL/s \\
2329       & decision        & NULL/al/s \\
2330       & decisive        & NULL/ly/ness \\
2331       & deck            & NULL/ed/ing/s \\
2332       & declar          & e/ed/es/ing \\
2333       & declarati       & on/ons/ve \\
2334       & declaration     & NULL/s \\
2335       & declare         & NULL/d/s \\
2336       & declin          & e/ed/es/ing \\
2337       & decline         & NULL/d/s \\
2338       & decompos        & e/es/ing \\
2339       & decompose       & NULL/s \\
2340       & decomposi       & ng/tion \\
2341       & decorate        & NULL/d \\
2342       & decorati        & ng/on/ons/ve \\
2343       & decoration      & NULL/s \\
2344       & decorative      & NULL/ness \\
2345       & decorator       & NULL/s \\
2346       & decr            & ied/ies/y/ying \\
2347       & decreas         & e/ed/es/ing \\
2348       & decrease        & NULL/d/s \\
2349       & decrie          & d/s \\
2350       & decry           & NULL/ing \\
2351       & dedicat         & ed/es/ion \\
2352       & dedicate        & d/s \\
2353       & deduce          & NULL/d \\
2354       & deductible      & NULL/s \\
2355       & deduction       & NULL/s \\
2356       & deed            & NULL/s \\
2357       & deegan          & 's/NULL \\
2358       & deem            & NULL/ed/ing \\
2359       & deep-sea        & NULL/ted \\
2360       & deepen          & NULL/ed/ing \\
2361       & default         & NULL/ed \\
2362       & defeatis        & m/ts \\
2363       & defecti         & on/ve \\
2364       & defendant       & 's/NULL/s \\
2365       & defende         & d/r/rs \\
2366       & defender        & NULL/s \\
2367       & defense         & NULL/less/s \\
2368       & defensive       & NULL/ness \\
2369       & deferen         & ce/t/ts \\
2370       & deferent        & NULL/s \\
2371       & deferment       & NULL/s \\
2372       & deferr          & ed/ing \\
2373       & defian          & ce/t/tly \\
2374       & defiant         & NULL/ly \\
2375       & deficienc       & ies/y \\
2376       & deficit         & NULL/s \\
2377       & define          & NULL/d/s \\
2378       & definite        & NULL/ly \\
2379       & definiti        & on/ons/ve \\
2380       & definition      & NULL/s \\
2381       & deformation     & NULL/al \\
2382       & deformit        & ies/y \\
2383       & deft            & NULL/ness \\
2384       & defy            & NULL/ing \\
2385       & degenerat       & ed/ion \\
2386       & degrad          & e/ed/ing \\
2387       & degrade         & NULL/d \\
2388       & degree          & NULL/s \\
2389       & dehydrat        & ed/ion \\
2390       & deit            & ies/y \\
2391       & dejeuner        & NULL/s \\
2392       & dekalb          & 's/NULL \\
2393       & delaware        & NULL/s \\
2394       & delay           & NULL/ed/s \\
2395       & delegates       & '/NULL \\
2396       & delegati        & ng/on/ons \\
2397       & delegation      & NULL/s \\
2398       & deliberate      & NULL/ly \\
2399       & deliberation    & NULL/s \\
2400       & delicac         & ies/y \\
2401       & delicate        & NULL/ly \\
2402       & delicious       & NULL/ly \\
2403       & delightful      & NULL/ly \\
2404       & delimit         & NULL/s \\
2405       & delineat        & ed/ing/ion \\
2406       & delineati       & ng/on \\
2407       & delinquen       & cy/t/ts \\
2408       & delinquent      & NULL/s \\
2409       & deliv           & er/ers/re \\
2410       & delle           & NULL/r \\
2411       & delphine        & 's/NULL \\
2412       & delta           & NULL/s \\
2413       & deltoid         & NULL/s \\
2414       & delud           & e/ed/ing \\
2415       & delude          & NULL/d \\
2416       & deluge          & NULL/d \\
2417       & deluxe          & NULL/r \\
2418       & delvin          & NULL/g \\
2419       & demand          & NULL/ed/er/ing/s \\
2420       & demande         & d/r \\
2421       & demanding       & NULL/ly \\
2422       & demarcat        & ed/ion \\
2423       & democrac        & ies/y \\
2424       & democrats       & '/NULL \\
2425       & demon           & 's/NULL/s \\
2426       & demonstrabl     & e/y \\
2427       & demonstrate     & NULL/d/s \\
2428       & demonstration   & NULL/s \\
2429       & demoraliz       & e/ed/es/ing \\
2430       & demoralize      & NULL/d/s \\
2431       & demurre         & d/r \\
2432       & demythologiz    & e/ed/ing \\
2433       & demythologize   & NULL/d \\
2434       & denial          & NULL/s \\
2435       & denie           & d/s \\
2436       & denny           & 's/NULL \\
2437       & denomination    & 's/NULL/al/ally/s \\
2438       & denominational  & NULL/ly \\
2439       & denot           & e/ed/es/ing \\
2440       & denote          & NULL/d/s \\
2441       & denounc         & e/ed/es/ing \\
2442       & denounce        & NULL/d/s \\
2443       & dense           & NULL/st \\
2444       & densit          & ies/y \\
2445       & denunciation    & NULL/s \\
2446       & denyin          & '/g \\
2447       & departure       & NULL/s \\
2448       & dependenc       & e/y \\
2449       & dependent       & NULL/s \\
2450       & depicti         & ng/on \\
2451       & deplorabl       & e/y \\
2452       & deplore         & NULL/d/s \\
2453       & deploy          & ed/ing/ment \\
2454       & depose          & NULL/d \\
2455       & deposition      & NULL/s \\
2456       & depot           & NULL/s \\
2457       & depravit        & ies/y \\
2458       & depresse        & d/s \\
2459       & depressing      & NULL/ly \\
2460       & depression      & NULL/s \\
